id,latitude,longitude,name
USC00345514,34.8358,-99.4239,"MANGUM 5SE MESONET"
USC00345581,34.6367,-97.9786,"MARLOW 1 WSW"
USC00345589,36.1519,-97.6225,"MARSHALL"
USC00345590,36.1167,-97.6067,"MARSHALL 3SSE MESONET"
USC00345713,34.3097,-95.8675,"MCGEE CREEK DAM"
USC00345768,36.8383,-97.6061,"MEDFORD 7ENE"
USC00345769,36.7925,-97.7458,"MEDFORD 1SW MESONET"
USC00345775,34.7292,-98.5694,"MEDICINE PK 3W MESONET"
USC00345870,35.2722,-97.9553,"MINCO 2SSW MESONET"
USC00346035,35.1167,-99.4889,"MORAVIA 1 E"
USC00346110,36.0483,-97.3900,"MULHALL 1 SE"
USC00346130,35.7781,-95.3339,"MUSKOGEE"
USC00346139,36.2283,-99.1700,"MUTUAL"
USC00346278,36.9422,-97.0058,"NEWKIRK 5NE"
USC00346282,36.8981,-96.9103,"NEWKIRK 8E MESONET"
USC00346338,35.0833,-97.3833,"NOBLE"
USC00346382,35.2358,-97.4647,"NORMAN 2NW MESONET"
USC00346386,35.1808,-97.4378,"NORMAN 3SSE"
USC00346620,35.7319,-97.9714,"OKARCHE"
USC00346659,35.4056,-97.5972,"OKLAHOMA CITY"
USC00346751,36.3486,-98.4808,"ORIENTA 1SSW"
USC00346756,36.1472,-97.2858,"ORLANDO 5E MESONET"
USC00346931,34.7156,-97.2292,"PAULS VLY 1SSW MESONET"
USC00346940,36.3567,-96.8108,"PAWNEE"
USC00347002,35.9986,-97.0481,"PERKINS 2NNW MESONET"
USC00347012,36.2886,-97.2897,"PERRY"
USC00347214,34.5053,-96.6222,"PONTOTOC 1N"
USC00347264,35.4875,-96.7303,"PRAGUE 2W"
USC00347343,35.8989,-98.9603,"PUTNAM 3N MESONET"
USC00347390,36.5044,-96.7439,"RALSTON"
USC00347507,36.3558,-97.1531,"RED ROCK 7SSE MESONET"
USC00347565,35.1583,-99.3683,"RETROP"
USC00347640,34.1936,-97.5881,"RINGLING 1N MESONET"
USC00347727,34.8511,-99.0208,"ROOSEVELT"
USC00347952,35.2936,-99.6283,"SAYRE"
USC00348027,36.1903,-99.0403,"SEILING 7WNW MESONET"
USC00348042,35.2317,-96.6531,"SEMINOLE"
USC00348110,35.3553,-96.9203,"SHAWNEE"
USC00348124,35.3647,-96.9481,"SHAWNEE 3NNW MESONET"
USC00348380,36.3894,-95.0597,"SPAVINAW"
USC00348390,35.5419,-97.3414,"SPENCER 2ENE MESONET"
USC00348480,34.6536,-98.1797,"STERLING 6S"
USC00348499,36.1208,-97.0953,"STILLWATER MESONET"
USC00348501,36.1175,-97.0950,"STILLWATER 2 W"
USC00348563,35.7975,-96.6658,"STROUD 3 N"
USC00348570,34.5658,-96.9503,"SULPHUR 4NNE MESONET"
USC00348879,34.4397,-99.1375,"TIPTON 4S MESONET"
USC00348884,34.2069,-96.6425,"TISHOMINGO NATL WR"
USC00348900,34.3325,-96.6789,"TISHOMINGO 6N MESONET"
USC00349101,36.3481,-94.8244,"UPPER SPAVINAW PORT"
USC00349130,34.5289,-97.7647,"VELMA 7NW MESONET"
USC00349172,36.1664,-99.3039,"VICI 1NNW"
USC00349213,34.9578,-99.9414,"VINSON 6NW"
USC00349282,34.3997,-98.3458,"WALTERS 4NW MESONET"
USC00349346,34.9819,-97.5208,"WASHINGTON 6SSW MESONET"
USC00349364,35.8578,-98.4139,"WATONGA"
USC00349370,35.8417,-98.5261,"WATONGA 7W MESONET"
USC00349400,34.1678,-97.9883,"WAURIKA 1ENE MESONET"
USC00349404,36.5758,-98.8797,"WAYNOKA"
USC00349422,35.5200,-98.6986,"WEATHERFORD"
USC00349428,35.5083,-98.7750,"WEATHERFORD 4WSW MESNT"
USC00349629,34.7325,-98.7125,"WICHITA MTN WR"
USC00349668,35.0522,-99.5125,"WILLOW"
USC00349724,34.9417,-94.7039,"WISTER 3S"
USC00349760,36.4408,-99.3819,"WOODWARD"
USC00349768,36.4231,-99.4167,"WOODWARD 2WSW MESONET"
USC00350036,42.1761,-119.8958,"ADEL"
USC00350118,42.9675,-119.9933,"ALKALI LAKE"
USC00350145,44.4044,-123.7533,"ALSEA FH (FALL CREEK)"
USC00350197,44.8197,-120.7533,"ANTELOPE 6 SSW"
USC00350265,45.7211,-120.2064,"ARLINGTON"
USC00350304,42.2131,-122.7147,"ASHLAND"
USC00350471,43.1503,-124.4003,"BANDON 2 NNE"
USC00350501,43.9450,-120.2214,"BARNES STN"
USC00350652,44.2867,-122.0389,"BELKNAP SPRINGS 8 N"
USC00350694,44.0569,-121.2850,"BEND"
USC00350699,44.1183,-121.2114,"BEND 7 NE"
USC00350858,45.8472,-119.6933,"BOARDMAN"
USC00350897,45.6353,-121.9522,"BONNEVILLE DAM"
USC00351055,42.0464,-124.2878,"BROOKINGS"
USC00351354,42.9411,-123.2806,"CANYONVILLE 2S"
USC00351407,45.6778,-121.8739,"CASCADE LOCKS"
USC00351574,42.7039,-121.9956,"CHILOQUIN 12 NW (FORT KLAMATH"
USC00351643,46.1081,-123.2058,"CLATSKANIE"
USC00351682,45.2050,-123.8925,"CLOVERDALE"
USC00351836,43.1750,-124.1939,"COQUILLE CITY"
USC00351862,44.6342,-123.1900,"CORVALLIS STATE UNIV"
USC00351877,44.5078,-123.4575,"CORVALLIS WATER BUREAU"
USC00351897,43.7917,-123.0275,"COTTAGE GROVE 2E"
USC00351902,43.7178,-123.0578,"COTTAGE GROVE DAM"
USC00351914,44.1308,-122.2419,"COUGAR DAM"
USC00351926,45.3081,-117.7925,"COVE 1 E"
USC00351946,42.8978,-122.1339,"CRATER LAKE NPS HQ"
USC00351986,43.4642,-121.7094,"CRESCENT"
USC00352112,44.9464,-123.2911,"DALLAS 2 NE"
USC00352173,44.5564,-119.6447,"DAYVILLE 8 NW"
USC00352292,44.7242,-122.2547,"DETROIT DAM"
USC00352295,42.8122,-123.0456,"DEVILS FLAT"
USC00352325,45.4633,-123.1136,"DILLEY 2 S"
USC00352374,43.7822,-122.9631,"DORENA"
USC00352406,43.6592,-123.3250,"DRAIN"
USC00352493,45.2761,-122.2019,"EAGLE CREEK 9 SE"
USC00352632,43.6425,-123.5833,"ELKTON 1SW"
USC00352655,45.6000,-118.4886,"EMIGRANT SPRINGS 3 NW"
USC00352693,45.2694,-122.3167,"ESTACADA 2 SE"
USC00352800,44.8358,-123.4525,"FALLS CITY 2 SSW"
USC00352867,44.0494,-123.3703,"FERN RIDGE-VENETA"
USC00352973,44.0039,-124.0947,"FLORENCE #2"
USC00352997,45.5247,-123.1025,"FOREST GROVE"
USC00353038,44.9983,-120.2175,"FOSSIL"
USC00353047,44.4139,-122.6728,"FOSTER DAM"
USC00353320,43.2950,-123.1031,"GLIDE 2NW"
USC00353351,42.4244,-124.3075,"GOLD BEACH 6 NE"
USC00353356,42.4019,-124.4214,"GOLD BEACH RS"
USC00353402,45.3008,-121.7425,"GOVERNMENT CAMP"
USC00353445,42.4239,-123.3219,"GRANTS PASS"
USC00353509,42.1211,-122.5481,"GREEN SPRINGS PWR PLT"
USC00353542,44.5181,-120.9400,"GRIZZLY"
USC00353604,44.8772,-117.1094,"HALFWAY"
USC00353692,42.5486,-119.6558,"HART MTN REFUGE"
USC00353705,45.3128,-123.3500,"HASKINS DAM"
USC00353770,45.4486,-122.1547,"HEADWORKS PORTLAND WTR B"
USC00353818,45.8619,-119.3120,"HERMISTON 2 NW"
USC00353827,45.3653,-119.5639,"HEPPNER"
USC00353971,44.3525,-122.7842,"HOLLEY"
USC00353995,43.9281,-124.1069,"HONEYMAN SP"
USC00354003,45.6847,-121.5175,"HOOD RVR EXP STN"
USC00354060,42.2153,-122.3719,"HOWARD PRAIRIE DAM"
USC00354291,44.4233,-118.9594,"JOHN DAY"
USC00354329,45.3497,-117.2242,"JOSEPH"
USC00354403,42.0944,-121.9022,"KENO"
USC00354501,42.2008,-121.7267,"KLAMATH FALLS 1 NW"
USC00354606,44.6250,-122.7192,"LACOMB 3 NNE"
USC00354622,45.3167,-118.0747,"LA GRANDE"
USC00354721,42.9242,-124.4486,"LANGLOIS #2"
USC00354811,44.1014,-122.6886,"LEABURG 1 SW"
USC00354835,43.3594,-122.2203,"LEMOLO LAKE 3 NNW"
USC00355026,43.1922,-123.4694,"LOOKINGGLASS"
USC00355050,43.9139,-122.7600,"LOOKOUT PT DAM"
USC00355055,42.6714,-122.6772,"LOST CREEK DAM"
USC00355067,45.5231,-117.3736,"LOSTINE 4 NE"
USC00355080,44.7328,-120.9747,"LOWER HAY CREEK"
USC00355139,44.6236,-121.1100,"MADRAS"
USC00355204,44.0367,-123.8628,"MAPLETON"
USC00355221,44.6125,-121.9486,"MARION FORKS FISH HATCHERY"
USC00355362,44.1792,-122.1164,"MCKENZIE RVR RS"
USC00355392,45.9306,-119.2956,"MCNARY DAM #2"
USC00355593,45.9428,-118.4089,"MILTON FREEWATER"
USC00355681,45.1783,-122.5064,"MOLALLA 7NE"
USC00355734,45.4825,-120.7236,"MORO"
USC00355894,43.0072,-123.2753,"MYRTLE CREEK 1 SE"
USC00355945,45.4981,-122.8394,"NATURE PARK-BEAVERTON"
USC00355971,45.8128,-123.7753,"NEHALEM 9 NE"
USC00356033,44.6247,-124.0469,"NEWPORT 1 SE"
USC00356035,44.6839,-124.0556,"NEWPORT 3N"
USC00356152,42.3772,-122.8819,"NWS MEDFORD WFO"
USC00356200,43.4225,-123.3003,"OAKLAND"
USC00356213,43.7431,-122.4439,"OAKRIDGE FISH HATCHERY"
USC00356252,43.5492,-121.9633,"ODELL LAKE-EAST"
USC00356334,45.3558,-122.6047,"OREGON CITY"
USC00356366,45.0333,-123.9239,"OTIS 2 NE"
USC00356405,43.6500,-117.2467,"OWYHEE DAM"
USC00356532,44.7247,-121.2464,"PELTON DAM"
USC00356540,45.7206,-118.6264,"PENDLETON BRANCH EXP STN"
USC00356542,45.6631,-118.8019,"PENDLETON S HILL"
USC00356550,45.6911,-118.8522,"PENDLETON WFO"
USC00356634,45.4756,-118.8253,"PILOT ROCK 1 SE"
USC00356749,45.5181,-122.6894,"PORTLAND KGW-TV"
USC00356750,45.5608,-122.5383,"PORTLAND WFO"
USC00356784,42.7514,-124.5017,"PORT ORFORD #2"
USC00356795,42.7386,-124.4031,"PORT ORFORD 5 E"
USC00356820,42.8883,-124.0694,"POWERS"
USC00356883,44.3006,-120.8406,"PRINEVILLE"
USC00356907,42.7331,-122.5164,"PROSPECT 2 SW"
USC00357050,44.2603,-121.1483,"REDMOND AIR CTR"
USC00357127,45.3033,-122.9133,"REX 1 S"
USC00357169,42.9508,-123.3572,"RIDDLE"
USC00357310,42.8592,-117.6569,"ROME 2 NW"
USC00357331,43.2142,-123.3256,"ROSEBURG"
USC00357391,42.2231,-123.0472,"RUCH"
USC00357554,44.4356,-121.9428,"SANTIAM JUNCTION"
USC00357641,45.9869,-123.9236,"SEASIDE"
USC00357809,44.8728,-122.6486,"SILVER CREEK FALLS"
USC00357823,45.0058,-122.7739,"SILVERTON"
USC00357857,44.2842,-121.5486,"SISTERS"
USC00358009,44.8192,-119.7761,"SPRAY"
USC00358029,43.4869,-119.7211,"SQUAW BUTTE-NORTHERN GREAT BA"
USC00358095,44.7894,-122.8150,"STAYTON"
USC00358173,42.9550,-120.7869,"SUMMER LAKE 1 S"
USC00358260,43.3964,-123.3600,"SUTHERLIN 2 W"
USC00358407,45.6069,-121.2047,"THE DALLES"
USC00358420,43.2642,-120.9450,"THE POPLARS"
USC00358466,45.1219,-122.0700,"THREE LYNX"
USC00358498,45.4294,-123.7619,"TILLAMOOK 6SE"
USC00358536,43.2753,-122.4503,"TOKETEE FALLS"
USC00358634,45.5533,-122.3886,"TROUTDALE"
USC00358746,45.1986,-117.8647,"UNION"
USC00358884,45.8653,-123.1903,"VERNONIA #2"
USC00358997,45.5731,-117.5311,"WALLOWA"
USC00359316,43.6825,-121.6875,"WICKIUP DAM"
USC00359372,45.0747,-123.4800,"WILLAMINA"
USC00359390,42.2275,-123.2867,"WILLIAMS 1 NW"
USC00359450,42.5250,-123.1556,"WIMER 1 SSW"
USC00359461,43.2828,-123.3536,"WINCHESTER"
USC00360022,40.5361,-79.8153,"ACMETONIA LOCK 3"
USC00360132,40.4189,-78.4197,"ALTOONA 7 SW"
USC00360140,40.4950,-78.4667,"ALTOONA 3 W"
USC00360147,41.3578,-77.9264,"ALVIN R BUSH DAM"
USC00360457,40.8208,-76.4983,"BEAR GAP"
USC00360475,40.7628,-80.3133,"BEAVER FALLS 1 NE"
USC00360560,40.8619,-75.6428,"BELTZVILLE DAM"
USC00360656,39.9347,-77.2547,"BIGLERVILLE"
USC00360785,40.3803,-76.0275,"BLUE MARSH LAKE"
USC00360861,40.3917,-79.8594,"BRADDOCK LOCK 2"
USC00360868,41.8981,-78.7144,"BRADFORD 4SW RSCH 5"
USC00361080,40.5000,-75.2042,"BUCKSVILLE"
USC00361207,41.1897,-75.2383,"CANADENSIS E"
USC00361212,41.6517,-76.8464,"CANTON"
USC00361354,39.9353,-77.6394,"CHAMBERSBURG 1 ESE"
USC00361362,41.9300,-79.2969,"CHANDLERS VALLEY 1SE"
USC00361377,40.1467,-79.8986,"CHARLEROI LOCK 4"
USC00361485,41.1922,-79.4361,"CLARION 3 SW"
USC00361526,41.6997,-78.4978,"CLERMONT 1 NW"
USC00361590,39.9969,-75.7975,"COATESVILLE 1E"
USC00361705,39.7994,-79.3664,"CONFLUENCE 1 SW DAM"
USC00361726,39.9969,-79.5964,"CONNELLSVILLE 2 SSW"
USC00361737,40.0744,-75.3178,"CONSHOHOCKEN"
USC00361751,41.3558,-79.2172,"COOKSBURG 2 NW"
USC00361802,41.7583,-78.0408,"COUDERSPORT 1 SW"
USC00361810,41.7392,-77.9711,"COUDERSPORT 7SE"
USC00361833,41.7375,-77.1158,"COVINGTON 2 WSW"
USC00361838,41.9906,-77.1567,"COWANESQUE DAM"
USC00361920,40.2258,-77.1894,"CARLISLE WTP"
USC00361961,40.9583,-78.5294,"CURWENSVILLE LAKE"
USC00362183,40.1275,-79.4058,"DONEGAL 2 NW"
USC00362190,40.1636,-79.8694,"DONORA 1 SW"
USC00362323,41.5217,-76.4042,"DUSHORE"
USC00362470,40.4681,-78.7308,"EBENSBURG SEWAGE PLT"
USC00362574,40.5044,-80.0889,"EMSWORTH L/D OHIO RVR"
USC00362721,40.0086,-78.3586,"EVERETT"
USC00362942,40.7150,-79.5133,"FORD CITY 4 S DAM"
USC00363018,41.1183,-75.7278,"FRANCIS E WALTER DAM"
USC00363028,41.4003,-79.8306,"FRANKLIN"
USC00363130,41.7356,-77.6517,"GALETON"
USC00363226,39.8814,-77.3506,"CASHTOWN 1S"
USC00363293,39.8256,-78.8300,"GLENCOE"
USC00363311,41.5606,-78.5994,"GLEN HAZEL 2 NE DAM"
USC00363321,40.0961,-75.7514,"GLENMOORE"
USC00363343,40.5489,-80.2058,"GLENWILLARD DASHIELDS L&D"
USC00363417,40.9667,-78.5872,"GRAMPIAN 1E"
USC00363451,39.7833,-79.9167,"GRAYS LANDING"
USC00363698,40.2817,-76.8706,"HARRISBURG 1 NE"
USC00363928,40.0419,-79.2567,"HIDDEN VALLEY"
USC00364214,40.5972,-79.1186,"INDIANA 3 SE"
USC00364325,41.4992,-80.4681,"JAMESTOWN 2 NW"
USC00364432,41.6769,-78.8036,"KANE 1NNE"
USC00364571,41.8422,-79.0169,"KINZUA DAM"
USC00364763,40.0500,-76.2742,"LANCASTER 2 NE FILT PLT"
USC00364778,40.1192,-76.4264,"LANDISVILLE 2 NW"
USC00364815,41.4233,-76.4933,"LAPORTE"
USC00364833,40.2039,-79.2172,"LAUGHLINTOWN 1SW"
USC00364839,40.1692,-79.1411,"LAUREL SUMMIT"
USC00364896,40.3372,-76.4617,"LEBANON 2 W"
USC00364934,40.8222,-75.6961,"LEHIGHTON 1SSW"
USC00364975,40.1514,-74.8292,"LEVITTOWN"
USC00364976,40.9475,-76.8786,"LEWISBURG"
USC00364992,40.5864,-77.5692,"LEWISTOWN"
USC00365109,41.1311,-77.4336,"LOCK HAVEN SEWAGE PLT"
USC00365212,40.4586,-79.4503,"LOYALHANNA LAKE"
USC00365335,40.5069,-75.5728,"MACUNGIE 1 SW"
USC00365344,40.8344,-76.1436,"MAHANOY CITY 2 N"
USC00365440,40.7831,-75.1825,"MARTINS CREEK"
USC00365790,40.8847,-77.4750,"MILLHEIM"
USC00365902,40.6475,-80.3861,"MONTGOMERY L&D"
USC00365918,40.5319,-80.2172,"MOON TWP"
USC00366111,40.4119,-79.7244,"MURRYSVILLE 2 SW"
USC00366151,40.6142,-79.7192,"NATRONA LOCK 4"
USC00366194,40.1483,-74.9530,"NESHAMINY FALLS"
USC00366238,40.0753,-76.0714,"NEW HOLLAND 2 SE"
USC00366289,39.7342,-76.5039,"NEW PARK"
USC00366310,40.2033,-79.6275,"NEW STANTON 1 SW"
USC00366370,40.1097,-75.3369,"NORRISTOWN"
USC00366508,39.7956,-76.0442,"OCTORARO LAKE"
USC00366681,40.3856,-75.5019,"PALM 3 SE"
USC00366886,39.9586,-75.1728,"PHILA FRANKLIN INST"
USC00366921,40.8728,-78.2161,"PHILIPSBURG 2 S"
USC00366927,40.1208,-75.4878,"PHOENIXVILLE 1 E"
USC00366955,40.0331,-77.3042,"PINE GROVE FURNACE"
USC00367029,41.7394,-75.4464,"PLEASANT MT 1 W"
USC00367073,39.7275,-79.9131,"PT MARION LOCK 8"
USC00367103,41.8156,-78.2872,"PORT ALLEGANY"
USC00367167,40.6514,-78.5550,"PRINCE GALLITZIN SP"
USC00367186,41.5889,-75.3303,"PROMPTON DAM"
USC00367229,40.9247,-79.2825,"PUTNEYVILLE 2 SE DAM"
USC00367313,40.3814,-78.0753,"RAYSTOWN HQ"
USC00367409,41.3300,-77.7381,"RENOVO"
USC00367477,41.4197,-78.7492,"RIDGWAY"
USC00367732,39.9253,-76.3892,"SAFE HARBOR DAM"
USC00367782,40.5100,-79.5458,"SALINA 3 W"
USC00367863,40.6831,-79.6683,"SCHENLEY LOCK 5"
USC00367931,40.7831,-76.8617,"SELINSGROVE 2 S"
USC00367938,40.3553,-75.3131,"SELLERSVILLE"
USC00368073,40.0592,-77.5214,"SHIPPENSBURG"
USC00368184,41.0561,-80.0594,"SLIPPERY ROCK 1 SSW"
USC00368244,39.9969,-79.0833,"SOMERSET"
USC00368361,41.8161,-80.4250,"SPRINGBORO 3 WNW"
USC00368365,40.1728,-75.5822,"SPRING CITY 2 WSW"
USC00368379,39.8694,-76.8633,"SPRING GROVE"
USC00368400,40.5711,-75.2781,"SPRINGTOWN 1 NNE"
USC00368449,40.7933,-77.8672,"STATE COLLEGE"
USC00368469,41.4039,-78.0183,"STEVENSON DAM"
USC00368596,41.0147,-75.2072,"E STROUDSBURG"
USC00368668,40.8533,-76.7892,"SUNBURY"
USC00368692,41.9478,-75.6047,"SUSQUEHANNA"
USC00368868,41.8975,-77.1419,"TIOGA HAMMOND DAM"
USC00368873,41.4792,-79.4433,"TIONESTA 2 SE LAKE"
USC00368888,41.6311,-79.6931,"TITUSVILLE WTR WKS"
USC00368905,41.7511,-76.4431,"TOWANDA 1 S"
USC00369022,40.6644,-78.2192,"TYRONE"
USC00369042,41.9003,-79.8611,"UNION CITY FILTRATION PLT"
USC00369298,41.8467,-79.1494,"WARREN"
USC00369367,39.8986,-80.1656,"WAYNESBURG 1 E"
USC00369408,41.7003,-77.3872,"WELLSBORO 4 SW"
USC00369714,40.4667,-78.2000,"WILLIAMSBURG"
USC00369735,41.2486,-76.9833,"WILLIAMSPORT 2"
USC00369823,40.0394,-78.5239,"WOLFSBURG"
USC00369900,41.5394,-75.9269,"WYOMING CO EOC"
USC00370897,41.1578,-71.5675,"BLOCK IS COOP"
USC00371874,41.7003,-71.5925,"COVENTRY"
USC00371875,41.6683,-71.5572,"COVENTRY 2"
USC00374266,41.4903,-71.5431,"KINGSTON"
USC00375270,41.8564,-71.7333,"N FOSTER 1 E"
USC00379423,41.9844,-71.4908,"WOONSOCKET"
USC00380072,33.5506,-81.6969,"AIKEN 2 E"
USC00380165,34.5283,-82.6608,"ANDERSON"
USC00380184,33.4408,-79.5672,"ANDREWS"
USC00380204,34.2939,-82.5328,"ANTREVILLE"
USC00380448,33.2911,-81.0328,"BAMBERG"
USC00380490,33.2547,-81.2361,"BARNWELL 5 ENE"
USC00380506,33.9000,-81.5389,"BATESBURG"
USC00380613,34.6014,-82.4333,"BELTON 7 NNE"
USC00380736,34.2244,-80.2192,"BISHOPVILLE 1.4 ENE"
USC00381093,33.5214,-79.0975,"BROOKGREEN GARDENS"
USC00381241,33.8083,-79.8567,"CADES 4 W"
USC00381256,35.1072,-82.6256,"CAESARS HEAD"
USC00381277,34.0906,-82.5883,"CALHOUN FALLS"
USC00381462,34.8575,-80.9133,"CATAWBA"
USC00381479,34.2172,-81.0756,"CEDAR CREEK 2E"
USC00381529,34.1428,-81.3864,"CHAPIN 2.5SW"
USC00381588,34.7028,-79.8822,"CHERAW"
USC00381625,35.1108,-81.9675,"CHESNEE 7 WSW"
USC00381633,34.6844,-81.1956,"CHESTER 1 SE"
USC00381645,34.7272,-80.0375,"CHESTERFIELD 3 E"
USC00381726,33.6633,-82.1897,"CLARKS HILL 1 W"
USC00381770,34.6603,-82.8233,"CLEMSON UNIV"
USC00381814,34.4714,-81.8847,"CLINTON"
USC00381944,33.9917,-81.0247,"COLUMBIA UNIV OF SC"
USC00382260,34.3011,-79.8767,"DARLINGTON"
USC00382711,33.7858,-81.9314,"EDGEFIELD 0.3SW"
USC00382802,34.1167,-80.1697,"ELLIOTT 0.8 NW"
USC00383145,34.6747,-82.2267,"FOUNTAIN INN 2 SW"
USC00383216,35.0217,-81.0075,"FT MILL 4 NW"
USC00383433,35.1383,-81.5969,"GASTON SHOALS"
USC00383470,33.3169,-79.3228,"GEORGETOWN CO AP"
USC00383665,33.5683,-81.7394,"GRANITEVILLE 3.9 ENE"
USC00383700,34.5589,-80.8911,"GREAT FALLS"
USC00383735,34.8231,-82.3628,"GREENVILLE"
USC00383742,34.8486,-82.3500,"GREENVILLE DWTN AP"
USC00383758,34.2525,-82.0347,"GREENWOOD 8NE"
USC00383990,34.3950,-80.0486,"HARTSVILLE"
USC00384205,33.3172,-80.4183,"HOLLY HILL 1 SW"
USC00384373,34.9325,-80.8258,"INDIAN LAND 5 SSE"
USC00384449,33.2886,-79.6914,"JAMESTOWN"
USC00384460,34.6539,-80.3897,"JEFFERSON 0.1NW"
USC00384581,34.9861,-83.0711,"JOCASSEE 8 WNW"
USC00384607,33.7775,-81.8475,"JOHNSTON 4 SW"
USC00384886,33.8642,-79.7297,"LAKE CITY 2 SE"
USC00384896,34.1689,-81.9028,"LAKE GREENWOOD"
USC00384940,33.5156,-81.8425,"LANGLEY 0.2 SSW"
USC00385017,34.4989,-82.0219,"LAURENS"
USC00385200,34.1994,-81.4144,"LITTLE MTN"
USC00385232,34.7792,-81.4564,"LOCKHART"
USC00385278,34.7683,-83.2544,"LONG CREEK"
USC00385290,34.3486,-80.8347,"LONGTOWN"
USC00385362,34.2492,-80.6697,"LUGOFF 2NE"
USC00385493,33.6989,-80.1992,"MANNING"
USC00385509,34.1653,-79.3875,"MARION"
USC00385660,33.9125,-82.2878,"MCCORMICK"
USC00385946,33.2425,-79.9869,"MONCKS CORNER 4 N"
USC00386114,34.1944,-79.2472,"MULLINS"
USC00386153,33.7544,-78.8219,"MYRTLE BEACH"
USC00386209,34.2917,-81.6208,"NEWBERRY"
USC00386293,35.0317,-81.4928,"NINETY NINE IS"
USC00386297,33.4778,-81.9489,"N AUGUSTA 2.3 SSE"
USC00386298,35.1364,-82.4108,"N SALUDA RSVR"
USC00386527,33.4889,-80.8742,"ORANGEBURG 2"
USC00386688,34.3058,-81.3319,"PARR"
USC00386775,33.7717,-81.2581,"PELION 0.8 NW"
USC00386831,34.8814,-82.7189,"PICKENS"
USC00386906,34.1567,-80.8650,"PONTIAC 2.1 NNW"
USC00387590,33.6450,-81.2600,"SALLEY 5.9 NNE"
USC00387631,33.9919,-81.7714,"SALUDA"
USC00387666,34.1311,-80.8686,"SANDHILL RSCH - ELGIN"
USC00387687,34.6111,-82.7269,"SANDY SPRINGS 2 NE"
USC00387722,34.6350,-81.5206,"SANTUCK"
USC00387829,34.8494,-81.3656,"SHARON 6 SSW"
USC00387884,34.1758,-81.6975,"SILVERSTREET 3.1SSE"
USC00388188,34.9078,-81.9139,"SPARTANBURG 3 SSE"
USC00388405,32.7617,-79.8572,"SULLIVANS IS"
USC00388426,33.0367,-80.2325,"SUMMERVILLE 4W"
USC00388440,33.9350,-80.3478,"SUMTER"
USC00388472,35.0203,-82.6928,"TABLE ROCK"
USC00388473,35.0644,-82.6722,"TABLE ROCK RSVR"
USC00388474,33.7564,-81.0428,"SWANSEA 3.5 NE"
USC00388706,34.9842,-82.3997,"TRAVELERS REST 2NE"
USC00388786,34.6069,-81.6661,"UNION 8 S"
USC00388879,33.6397,-81.3722,"WAGENER 1SW"
USC00388887,34.7544,-83.0750,"WALHALLA"
USC00388922,32.8850,-80.6761,"WALTERBORO 1 SW"
USC00388951,34.4044,-82.2489,"WARE SHOALS 2"
USC00388979,34.3347,-80.7030,"WATEREE DAM"
USC00389327,34.3706,-81.0825,"WINNSBORO"
USC00389350,34.9378,-81.0375,"WINTHROP UNIV"
USC00389469,32.7019,-80.8517,"YEMASSEE 1 N"
USC00389625,34.9222,-81.1967,"YORK 5 SSE"
USC00390022,45.4553,-98.4142,"ABERDEEN 3 E"
USC00390043,43.4894,-99.0628,"ACADEMY 2NE"
USC00390120,45.4133,-97.9067,"ANDOVER #2"
USC00390128,43.6514,-97.7981,"ALEXANDRIA"
USC00390306,45.8811,-99.7983,"ARTAS 1S"
USC00390553,45.4739,-98.3072,"BATH 1NE"
USC00390554,44.4989,-104.0350,"BEAR RIDGE"
USC00390565,44.9906,-103.9339,"BELLE FOURCHE 22 NNW"
USC00390662,45.2994,-96.5000,"BIG STONE CITY 2 NW"
USC00390701,45.5286,-102.4650,"BISON"
USC00390834,45.4511,-99.6517,"BOWDLE"
USC00391032,43.5525,-97.5017,"BRIDGEWATER"
USC00391049,45.7886,-97.7489,"BRITTON"
USC00391052,45.9217,-97.9331,"BRITTON 13NW"
USC00391076,44.3250,-96.7686,"BROOKINGS 2 NE"
USC00391294,45.5489,-103.9744,"CAMP CROOK"
USC00391392,43.3111,-96.5878,"CANTON"
USC00391520,44.7269,-97.0286,"CASTLEWOOD #2"
USC00391579,43.0428,-96.9033,"CENTERVILLE 6 SE"
USC00391621,43.7353,-99.3125,"CHAMBERLAIN 5 S"
USC00391740,44.8819,-97.7342,"CLARK NO2"
USC00391851,43.7847,-96.9275,"COLTON"
USC00391873,45.7231,-98.3031,"COLUMBIA 8 N"
USC00391972,43.9611,-101.8606,"COTTONWOOD 2 E"
USC00392087,43.7744,-103.6119,"CUSTER"
USC00392302,44.3825,-97.5497,"DE SMET"
USC00392371,44.8964,-98.1006,"DOLAND"
USC00392429,45.0469,-101.6022,"DUPREE"
USC00392446,44.8658,-101.4672,"DUPREE 15 SSE"
USC00392557,43.3136,-103.8214,"EDGEMONT"
USC00392565,43.6242,-103.9172,"EDGEMONT 23 NNW"
USC00392647,44.3186,-102.4683,"ELM SPRINGS 3 ESE"
USC00392797,45.7656,-99.6222,"EUREKA"
USC00392927,45.0325,-99.1225,"FAULKTON"
USC00392984,44.0517,-96.5928,"FLANDREAU"
USC00393029,44.0683,-98.0833,"FORESTBURG 4 NNE"
USC00393069,44.4106,-103.4769,"FT MEADE"
USC00393077,44.2181,-100.7194,"FT PIERRE 20 SW"
USC00393211,44.0800,-98.9731,"GANN VALLEY 3 NNE"
